pi,cpu,ram,temp,humidity,label
46.2,25.9,33,25,35,1
46.2,35.5,39,25,35,1
47.8,13,35,25,35,1
46.2,36.8,32,25,35,1
47.8,25.8,34,25,35,1
47.2,23.3,38,25,35,1
47.2,9.4,33,25,35,1
47.2,14.1,36,25,35,1
46.2,10.2,38,25,35,1
46.2,17.3,31,25,35,1
46.2,19,39,25,35,1
47.2,33.5,37,25,35,1
47.2,22.2,30,25,35,1
47.2,37.7,35,25,35,1
47.2,28.7,31,25,35,1
46.2,23.2,31,25,35,1
46.7,4.1,37,25,35,1
46.2,1.2,34,25,35,1
46.2,9.1,35,25,35,1
46.7,29.8,37,25,35,1
46.2,12.4,35,25,35,1
51,12.4,40,25,35,1
47.2,38.4,33,25,35,1
47.2,26.8,40,25,35,1
47.2,17.2,30,25,35,1
48.3,4.6,35,25,35,1
48.9,6.1,39,25,35,1
47.8,3.6,30,25,35,1
47.8,17.7,34,24,35,1
47.2,24,37,25,35,1
47.2,18.1,36,25,35,1
47.2,37.7,35,25,35,1
47.2,6.1,32,25,35,1
47.2,4.8,37,25,35,1
46.7,36.1,34,25,35,1
47.2,20.7,40,25,35,1
47.2,30.8,36,25,35,1
46.2,31.4,35,25,35,1
46.2,22,33,25,35,1
47.2,26.6,40,25,35,1
47.2,34.4,32,25,35,1
47.2,11.6,32,25,35,1
48.3,18.5,33,25,34,1
46.7,8.6,32,25,35,1
46.2,24.4,38,25,35,1
46.2,18.2,40,25,35,1
46.2,38.7,32,25,35,1
46.2,28.3,39,25,35,1
46.2,9,39,25,35,1
46.2,0.6,36,25,35,1
47.2,13.9,37,25,35,1
46.7,5.3,37,25,35,1
48.9,10.2,38,25,35,1
46.2,7,30,25,35,1
47.8,2,37,25,35,1
46.2,13.7,32,25,35,1
47.2,7.3,32,25,35,1
47.2,3.3,37,25,35,1
47.2,37.1,33,25,35,1
47.2,27.2,30,25,35,1
46.7,7.1,36,25,35,1
46.7,3.9,30,25,35,1
47.2,36.6,31,25,35,1
46.2,13.3,39,25,35,1
46.2,2,36,25,35,1
46.2,3.6,36,25,35,1
46.2,23.7,38,25,35,1
47.2,23.9,32,25,35,1
46.2,1,31,25,35,1
46.7,19.2,40,25,35,1
46.7,38.8,36,25,35,1
46.2,0.8,35,25,35,1
46.2,2.4,38,25,35,1
46.2,1.6,37,25,35,1
46.2,35.2,37,25,35,1
47.2,18.1,31,25,35,1
47.2,25.4,35,25,35,1
47.2,23.9,33,25,35,1
49.9,19.9,33,25,35,1
46.7,26.4,40,25,35,1
46.2,18.2,40,25,35,1
47.8,15.7,37,25,35,1
46.2,33.6,31,25,35,1
46.2,16.2,36,25,35,1
46.2,37.3,30,25,35,1
47.2,8.1,32,25,35,1
46.7,25.1,38,25,35,1
46.2,17.8,40,24,35,1
47.2,32.9,34,25,35,1
46.2,9.4,30,25,35,1
46.2,32.7,37,25,35,1
46.2,8.8,33,25,35,1
46.2,10.1,38,25,35,1
46.2,33.1,36,24,35,1
46.2,0.9,37,25,35,1
46.2,29.1,32,25,35,1
46.2,37.6,33,24,35,1
46.2,7.3,34,25,35,1
47.2,14.1,33,25,35,1
46.2,17.6,30,25,35,1
46.2,32.9,40,25,35,1
46.2,26.1,38,24,34,1
46.2,17.3,36,25,35,1
47.2,20.1,40,25,35,1
46.2,22.9,34,25,35,1
46.7,8.6,32,25,34,1
49.4,25.5,33,25,35,1
46.2,2.7,33,24,35,1
46.2,6.1,31,24,35,1
46.2,32.8,39,25,35,1
46.2,36.5,37,25,35,1
46.2,30.5,30,25,35,1
46.2,36,39,25,35,1
47.2,32.7,34,25,35,1
46.7,3.7,32,24,35,1
46.2,29.4,40,25,34,1
46.2,18,37,24,35,1
46.2,29.1,30,24,35,1
47.2,27.5,38,24,34,1
46.2,12.3,31,24,34,1
46.2,25.1,30,24,35,1
47.2,17.5,38,24,35,1
46.2,16.3,35,24,35,1
46.7,28.8,37,25,35,1
46.2,21,36,24,35,1
46.2,23.5,39,25,35,1
46.7,4.3,31,24,35,1
46.7,5,37,25,35,1
46.2,19.7,37,24,34,1
47.2,18.2,35,25,35,1
46.2,13.9,30,24,35,1
46.2,37.2,36,25,35,1
46.7,13.7,32,24,35,1
46.2,4.4,38,24,35,1
46.2,2.4,37,24,35,1
47.2,7.5,33,24,35,1
46.2,2.3,34,24,35,1
46.2,13.9,37,25,34,1
46.2,34.4,38,24,35,1
46.2,22.1,40,24,35,1
46.2,25.2,38,24,35,1
49.4,39.7,33,24,35,1
46.7,17.7,31,25,34,1
46.7,6.4,31,24,35,1
46.7,4.1,35,24,35,1
46.2,31.3,36,24,35,1
47.2,38.9,33,24,35,1
47.2,28.3,31,24,35,1
46.7,30.4,34,24,35,1
47.2,15.1,33,24,35,1
47.2,39.9,31,24,36,1
46.2,30.4,30,24,35,1
46.2,20.1,31,24,35,1
46.2,35.8,35,24,35,1
46.7,23,33,25,35,1
46.2,33.1,35,24,35,1
46.2,19.7,32,24,35,1
46.2,10.9,39,24,35,1
47.2,26.1,33,24,36,1
46.2,13.5,39,24,36,1
46.7,11.2,32,24,36,1
46.2,23.8,32,24,35,1
46.2,13.5,31,24,35,1
46.2,20.5,30,24,36,1
46.2,12.3,39,24,35,1
46.2,2.9,31,24,36,1
46.2,30.7,30,24,36,1
46.2,7.2,39,24,36,1
47.8,10.2,33,24,36,1
46.2,22.8,35,24,36,1
46.2,31.2,40,24,36,1
46.2,20.8,35,24,36,1
46.2,2.1,38,25,36,1
47.2,10.6,39,24,36,1
47.2,25,30,24,36,1
47.2,31.5,39,24,36,1
47.2,8.5,35,24,36,1
46.2,4.5,36,24,36,1
46.2,27.5,38,24,36,1
46.2,30.7,34,24,36,1
47.8,19.6,30,24,36,1
46.2,23,35,24,36,1
46.2,17.1,33,24,36,1
47.2,31.7,30,24,36,1
47.2,22.4,36,24,36,1
47.2,23.8,32,24,36,1
46.7,30.1,37,24,36,1
46.2,27.9,33,24,36,1
45.6,17.8,34,24,36,1
46.2,20.3,37,24,36,1
46.2,34.9,37,24,36,1
45.6,26.2,31,24,36,1
46.2,8.1,33,24,36,1
46.2,6,32,24,36,1
46.2,30.7,36,24,36,1
47.2,16,35,24,36,1
49.4,28.3,32,24,36,1
46.2,3.9,40,24,36,1
46.2,30,40,24,36,1
47.8,22.3,39,24,36,1
47.2,27.7,33,24,36,1
47.2,16.6,34,24,36,1
47.2,19.8,38,24,36,1
46.2,25.5,30,24,36,1
49.9,26.2,32,24,36,1
49.4,10.2,38,24,36,1
46.2,26.5,36,24,36,1
46.2,20.2,33,24,36,1
46.2,25.7,32,24,36,1
47.8,17.9,30,24,36,1
46.2,23.5,30,24,36,1
46.2,22.9,34,24,36,1
46.2,26.2,34,24,36,1
46.7,6.2,34,24,36,1
46.7,1.7,33,24,36,1
46.2,36.5,40,24,36,1
46.2,18.8,31,24,35,1
46.2,6.8,30,24,35,1
46.2,40,33,24,35,1
47.2,25.7,40,24,35,1
46.2,23.2,39,24,36,1
46.2,7.9,30,24,36,1
46.7,39.3,40,24,35,1
49.9,30.5,35,24,35,1
46.7,1.2,38,24,35,1
48.9,12.8,39,24,35,1
46.2,3.5,38,24,35,1
46.2,38.9,38,24,35,1
46.2,25.6,32,24,36,1
46.2,38.6,33,24,35,1
47.2,20.6,32,24,35,1
48.3,27.1,40,24,35,1
48.3,13,38,24,35,1
47.2,21.8,32,24,36,1
46.7,34,33,24,35,1
46.2,4.8,35,24,35,1
47.2,27.7,39,24,36,1
46.2,32,39,24,35,1
47.2,23.7,37,24,36,1
46.2,29.7,40,24,36,1
48.3,38.8,33,24,35,1
48.3,10.6,32,24,36,1
47.2,38.2,36,24,36,1
46.2,32.7,33,24,35,1
46.2,12.1,32,24,36,1
47.8,10.2,35,24,36,1
47.2,16.8,36,24,35,1
47.2,5.9,38,24,35,1
47.2,14,32,24,35,1
46.7,9.9,35,24,35,1
47.2,38,39,24,35,1
49.9,5.8,36,24,35,1
46.7,34.7,30,24,35,1
46.2,4.1,37,24,35,1
46.2,14.9,32,24,35,1
46.7,37.2,37,24,35,1
46.7,4.8,40,24,35,1
47.2,39.4,36,24,35,1
46.2,35.7,34,24,35,1
46.2,32.4,30,24,35,1
46.2,17,30,24,35,1
46.2,15.4,37,24,35,1
46.2,19.2,32,24,35,1
45.6,14.4,31,24,35,1
46.2,7.6,31,24,35,1
46.2,13,34,24,35,1
46.2,14.3,37,24,35,1
46.7,9.9,33,24,35,1
46.2,31.1,39,24,35,1
46.2,2.3,38,24,35,1
46.2,26,34,24,35,1
46.2,14.2,37,24,35,1
46.2,21.9,34,24,34,1
46.2,5.7,33,24,34,1
47.2,27.9,37,24,35,1
47.2,33.7,37,24,35,1
46.7,14.4,40,24,35,1
46.7,27.4,39,24,35,1
46.2,27.1,38,24,35,1
46.2,33.6,38,24,35,1
46.2,36.9,31,24,35,1
46.2,16.5,33,24,35,1
46.2,38.7,36,24,35,1
47.2,24.1,36,24,35,1
46.2,15.8,39,24,34,1
47.2,7.1,33,24,35,1
46.7,0.6,35,24,35,1
46.2,32.4,35,24,35,1
46.2,25.9,36,24,35,1
46.2,9.2,32,24,35,1
46.2,3.9,30,24,35,1
45.6,29.1,34,24,35,1
46.2,25.8,39,24,35,1
46.2,22.4,39,24,35,1
50.5,19.2,36,24,35,1
47.2,2.9,30,24,35,1
47.2,30,39,24,35,1
48.3,1.9,40,24,35,1
47.8,16.1,38,24,35,1
46.2,21.1,32,24,35,1
47.2,34.5,33,24,35,1
46.2,31.8,39,24,35,1
46.2,14.7,38,24,35,1
45.6,22.7,39,24,35,1
48.3,31.3,32,24,35,1
46.2,21.1,30,24,35,1
46.2,12.8,34,24,35,1
46.7,31.3,35,24,35,1
46.2,31.3,37,24,35,1
49.4,6.8,34,24,35,1
46.7,36.4,34,24,35,1
47.2,16.1,40,24,35,1
46.7,12.6,30,24,35,1
46.2,13.3,37,24,36,1
46.2,19.3,31,24,36,1
46.2,4.6,34,24,36,1
46.2,22.7,37,24,35,1
46.2,16.4,31,24,36,1
46.2,12.6,31,24,36,1
46.2,15.8,33,24,36,1
46.2,29.2,37,24,35,1
47.2,30.5,34,24,36,1
46.7,15.1,36,24,36,1
47.2,26.4,31,24,36,1
46.7,35.1,34,24,36,1
46.2,18.8,37,24,36,1
46.7,30.6,39,24,36,1
46.2,34.2,34,24,36,1
46.2,14,38,24,36,1
46.2,9.2,31,24,36,1
48.3,22.3,31,24,36,1
47.2,6.8,35,24,36,1
46.7,30.4,33,24,36,1
46.2,39.5,38,24,36,1
46.2,14.9,35,24,36,1
47.2,3.9,33,24,36,1
46.2,9.6,40,24,36,1
46.2,22.9,37,24,36,1
47.2,38.7,33,25,37,1
47.2,8.4,36,25,37,1
46.2,23,33,25,37,1
46.2,33.7,31,24,37,1
49.9,32.1,38,24,37,1
46.2,38.4,37,24,37,1
46.2,25,37,24,37,1
46.2,15.6,33,24,37,1
47.2,25,32,24,37,1
46.2,20.1,30,24,37,1
46.2,3.5,33,25,37,1
47.2,31.2,40,24,37,1
46.2,34.8,38,24,37,1
46.2,30.4,38,25,37,1
47.2,12.6,33,25,37,1
46.2,28.7,37,25,37,1
46.2,29.8,32,24,37,1
47.2,18.3,40,24,37,1
46.2,3.9,36,24,37,1
48.3,35.9,30,24,37,1
46.7,27.1,40,24,37,1
46.2,29.8,37,24,37,1
46.7,1,40,25,38,1
47.8,35.9,34,25,37,1
46.2,0.8,35,25,37,1
46.2,6.5,40,25,37,1
46.2,4,30,25,37,1
46.2,39.6,32,24,37,1
45.6,0.7,40,25,38,1
45.6,21.8,36,24,38,1
45.6,19.3,38,25,37,1
46.2,12.1,35,25,37,1
46.2,15.3,35,25,37,1
47.2,7.1,35,25,37,1
46.2,37.7,39,25,38,1
46.2,34.7,32,25,38,1
46.2,11.9,33,25,37,1
47.2,19.1,30,25,38,1
47.2,31.5,39,25,38,1
46.2,4.5,39,25,38,1
46.2,31.6,39,25,38,1
46.2,1.6,30,25,37,1
47.2,18.6,36,25,37,1
46.2,29.4,31,25,37,1
46.2,30.8,31,25,38,1
46.2,27.8,40,25,37,1
47.2,6,34,25,38,1
47.8,26.4,35,25,38,1
46.2,25.8,38,25,38,1
46.2,4.1,40,25,38,1
45.6,17.2,37,25,38,1
47.2,9.3,37,25,38,1
47.2,3.5,33,25,38,1
46.2,17.7,40,25,38,1
46.2,16.2,30,25,37,1
46.7,31.6,32,25,38,1
45.6,22.3,36,25,38,1
46.2,16.3,33,25,38,1
46.2,36.8,31,25,38,1
46.2,29.1,35,25,38,1
46.7,12.3,31,25,38,1
46.2,5.1,33,25,38,1
46.2,2.7,40,25,38,1
46.2,22.4,31,25,38,1
48.3,36.9,30,25,38,1
47.2,38.5,39,25,38,1
45.6,18.5,35,25,38,1
45.6,36.8,34,25,38,1
46.2,39.4,35,25,38,1
46.2,38.8,35,25,38,1
46.2,30.2,39,25,38,1
46.2,13,37,25,38,1
46.2,13.5,35,25,38,1
45.6,39.8,34,25,38,1
45.6,15,34,25,38,1
45.6,36.4,36,25,38,1
47.2,11.7,35,25,38,1
47.2,30.2,39,25,38,1
46.2,22.8,33,25,38,1
46.2,3,37,25,38,1
46.7,38,30,25,38,1
46.2,27.3,33,25,38,1
46.2,11.4,40,25,38,1
46.2,16.7,30,25,38,1
46.2,8.9,39,25,38,1
46.2,29.4,38,25,38,1
46.2,23.7,33,25,38,1
46.2,25.4,40,25,38,1
46.2,2.8,40,25,38,1
46.2,24.3,35,25,38,1
46.2,19.3,33,25,38,1
45.6,3.2,30,25,38,1
45.6,29.7,30,25,38,1
46.2,21.6,38,25,39,1
46.2,5.3,35,25,38,1
45.6,38.6,33,25,38,1
45.6,0.4,33,25,38,1
46.2,16.7,34,25,38,1
46.2,10.3,31,25,39,1
46.2,7,32,25,38,1
49.4,3.7,39,25,38,1
46.2,29.4,34,25,38,1
47.2,8.2,35,25,39,1
46.2,0.3,36,25,38,1
46.7,38.5,37,25,39,1
46.7,27.2,33,25,38,1
46.2,37.1,30,25,39,1
46.2,19,39,25,38,1
46.2,16.9,30,25,38,1
45.6,36.5,38,25,38,1
46.2,28.6,40,25,39,1
46.2,3.8,33,25,39,1
45.6,22.8,37,25,39,1
46.2,25,32,25,39,1
46.2,20.8,38,25,38,1
46.2,22.3,38,25,39,1
46.2,18.3,30,25,39,1
46.2,28.5,31,25,38,1
45.6,10.5,33,25,39,1
46.2,10.3,37,25,39,1
45.6,36.3,40,25,39,1
46.2,10.9,34,25,39,1
46.2,11.9,33,25,39,1
46.2,21.8,39,25,39,1
46.2,24.4,30,25,39,1
46.2,20,33,25,39,1
46.2,33.4,37,25,39,1
49.4,18.3,38,25,39,1
45.6,1.1,33,25,39,1
46.2,9.2,40,25,39,1
46.2,8.7,31,25,39,1
45.1,9.9,40,25,39,1
46.2,4.6,31,25,39,1
46.2,6.3,36,25,39,1
46.2,14.2,31,25,39,1
46.2,16.3,32,25,39,1
46.2,19.2,34,25,39,1
45.6,36.6,31,25,40,1
46.2,4.8,32,25,39,1
46.2,23.8,35,25,40,1
45.6,6.3,38,25,39,1
46.2,34.2,33,25,39,1
46.2,9.2,32,25,39,1
46.2,13.7,36,25,39,1
46.2,36.7,35,25,39,1
45.6,14.4,38,25,39,1
45.6,28.6,35,25,39,1
45.6,39.2,35,25,39,1
45.1,38.8,37,25,39,1
45.1,23.9,30,25,39,1
46.2,0.4,40,24,40,1
46.2,15.8,32,25,39,1
46.2,20.3,39,25,39,1
46.2,20.5,31,25,39,1
45.6,24.9,36,25,40,1
46.2,7.3,33,25,40,1
45.6,9.3,37,25,40,1
45.6,18.8,37,25,40,1
45.1,21.7,39,25,40,1
45.6,25.1,40,25,40,1
46.2,13.2,37,25,40,1
46.2,33.7,38,25,39,1
46.2,37.4,38,25,39,1
49.4,10.4,38,25,40,1
47.2,31.1,39,25,40,1
46.2,20.1,34,25,39,1
46.7,18.9,30,25,40,1
45.6,15.9,34,25,40,1
45.1,17.9,31,25,40,1
47.2,0.1,31,25,40,1
46.2,27.3,32,25,40,1
46.2,26.4,34,25,39,1
45.6,10.8,30,25,39,1
45.6,3.1,30,25,39,1
45.1,10.7,40,25,39,1
46.2,36.3,31,25,39,1
45.6,24.1,37,25,39,1
47.2,38.1,31,25,39,1
46.2,32.1,33,25,39,1
46.2,2.2,38,25,39,1
46.2,3.6,32,25,39,1
45.6,26.5,34,25,39,1
46.2,16.6,40,25,39,1
45.6,17.1,30,26,40,1
46.2,24.6,35,25,39,1
45.1,10,34,26,40,1
46.2,37.7,30,25,39,1
46.2,1.8,40,26,40,1
46.2,33.6,33,25,39,1
46.2,22.3,30,26,40,1
45.6,15.4,32,26,40,1
45.1,1.5,32,26,40,1
45.6,10.3,35,26,40,1
48.3,37.4,39,26,40,1
49.4,11.7,36,26,40,1
45.1,6.8,33,26,40,1
45.6,35.8,39,26,40,1
45.6,1.1,30,26,40,1
46.2,25.8,39,26,40,1
46.2,1.3,30,26,40,1
46.7,5,31,26,40,1
47.2,26.5,32,26,41,1
47.8,12.9,34,26,40,1
46.2,4.4,39,26,40,1
46.2,23.8,33,26,41,1
46.2,27.5,34,26,41,1
46.2,3.2,37,26,40,1
47.2,24.6,35,26,40,1
45.6,35.5,30,26,41,1
45.6,11.8,36,26,41,1
46.2,25.4,39,26,41,1
46.2,35.5,37,26,41,1
45.1,2.7,31,26,40,1
45.6,5.4,35,26,41,1
46.2,16.2,32,26,41,1
46.2,1.1,37,26,41,1
46.2,4.8,40,26,40,1
45.1,33.7,31,26,41,1
45.1,15.7,31,26,40,1
46.2,38.1,32,26,40,1
46.2,18.3,38,26,41,1
47.2,14.7,31,26,40,1
46.7,26.3,35,26,40,1
46.2,20.1,38,26,40,1
46.2,7.3,35,26,40,1
46.2,0.1,36,26,40,1
45.6,7.3,40,26,41,1
45.6,37,40,26,41,1
48.3,19.7,30,26,41,1
45.6,5.5,37,26,41,1
45.1,25.1,36,26,41,1
46.2,35.6,40,26,41,1
47.2,19.3,39,26,41,1
46.2,16.7,38,26,41,1
46.2,28,37,26,41,1
45.6,7.4,34,26,41,1
45.6,20.1,39,26,41,1
49.4,12.5,31,26,41,1
45.6,25.2,34,26,41,1
49.4,35.5,38,26,41,1
45.1,7.5,35,26,41,1
47.2,5.3,34,26,41,1
45.6,16.3,32,26,41,1
45.1,36,30,26,41,1
45.6,26.2,37,26,41,1
45.6,31.5,40,26,41,1
45.6,23.6,33,26,41,1
46.2,18.6,38,26,41,1
46.7,3.2,31,26,41,1
46.2,35.7,40,26,41,1
45.6,38.9,40,26,41,1
46.7,27.5,34,26,41,1
46.2,18.9,37,26,41,1
45.6,38,32,26,41,1
49.4,36.3,33,26,41,1
50.5,24.6,38,26,41,1
46.2,8,40,26,41,1
47.2,22.4,39,26,41,1
47.8,1.4,30,26,41,1
46.2,29.3,35,26,41,1
46.2,8.4,40,26,41,1
46.2,18.1,30,26,41,1
45.6,24.9,30,26,41,1
45.6,24.5,35,26,40,1
45.6,19.8,30,26,41,1
45.1,30,30,26,41,1
45.1,30.5,35,26,40,1
45.6,8.9,35,26,41,1
46.2,34.8,37,26,41,1
47.2,11.6,31,26,40,1
46.2,36.9,32,26,41,1
45.6,38.7,30,26,40,1
45.1,3.7,32,26,40,1
45.1,31.9,30,26,40,1
45.6,16.8,32,26,40,1
46.2,21.3,32,26,40,1
46.2,20.3,33,26,40,1
46.2,20.8,38,26,40,1
46.2,4.5,34,26,40,1
47.2,11.5,30,26,40,1
45.6,17.1,35,26,40,1
46.7,27.6,35,26,40,1
46.2,37.7,37,26,41,1
47.2,16.4,39,26,40,1
47.2,3.7,30,26,40,1
46.2,36.9,37,26,40,1
46.2,3.5,36,26,40,1
46.2,4.6,40,26,41,1
46.2,21.9,31,26,41,1
45.6,23.3,32,26,41,1
45.1,15,35,26,41,1
45.1,21.4,34,26,41,1
45.6,36.1,39,26,41,1
46.2,29,34,26,41,1
45.6,7.8,33,26,41,1
47.2,38.7,37,26,41,1
47.2,36.7,35,26,40,1
46.2,13.9,34,26,40,1
45.6,33.7,40,27,41,1
45.1,0.1,36,26,41,1
49.4,38.6,40,27,41,1
46.7,3.8,35,26,41,1
45.6,23.7,33,27,41,1
45.6,32.6,34,26,41,1
46.2,21.9,37,26,41,1
46.2,2.6,38,27,41,1
46.2,13.8,39,26,41,1
45.6,13.5,30,27,41,1
45.1,23.2,30,26,41,1
46.2,0.6,36,26,41,1
46.2,23.3,34,27,41,1
46.2,11.4,33,27,41,1
46.2,22.2,33,26,41,1
46.2,18,37,27,41,1
46.2,0,38,27,41,1
46.2,23.9,36,27,42,1
45.6,34.2,31,27,41,1
45.1,0.7,31,27,41,1
45.6,17.3,37,27,41,1
45.6,9,39,27,41,1
46.2,11.4,40,27,41,1
45.6,29.1,34,27,41,1
45.6,17.9,39,27,41,1
46.2,36.2,39,27,41,1
46.2,22.6,39,27,41,1
47.2,35.9,34,27,41,1
49.9,9.5,33,27,41,1
46.2,29.8,30,27,41,1
46.2,10.7,38,27,41,1
47.2,28.4,31,27,41,1
46.7,7.2,31,27,41,1
45.6,36.1,33,27,41,1
46.2,35,38,27,41,1
46.2,21.3,32,27,41,1
45.6,34.4,32,27,41,1
45.6,9.7,39,27,41,1
45.1,38.8,40,27,41,1
46.2,35.7,30,27,41,1
46.2,12.5,31,27,41,1
46.2,1.2,40,27,41,1
46.7,28,35,27,41,1
46.2,39.5,32,27,41,1
46.7,7.1,37,27,41,1
45.6,39.5,31,27,41,1
45.6,19.1,32,27,41,1
45.6,19.9,38,27,41,1
48.9,39.2,31,27,41,1
46.2,19.8,36,27,41,1
46.7,33.8,30,27,41,1
46.2,15.2,31,27,41,1
46.2,9.6,33,27,41,1
46.2,29.2,39,27,41,1
45.6,30.4,30,27,41,1
45.6,18.9,31,27,41,1
45.6,14.2,37,27,41,1
46.2,34.6,39,27,41,1
46.2,14.8,40,27,41,1
48.3,9.3,30,27,41,1
46.2,28.3,30,27,41,1
46.7,36.6,35,27,41,1
46.2,24.8,34,27,41,1
45.6,4.7,37,27,41,1
45.6,10.3,33,27,41,1
45.6,15.7,39,27,41,1
46.2,19.6,34,27,41,1
46.2,4.9,31,27,41,1
46.2,29,35,27,41,1
46.2,0.5,35,27,41,1
46.2,26.5,36,27,41,1
46.7,0.2,33,27,41,1
46.2,28.5,30,27,41,1
46.2,9,37,27,41,1
