vibrate,voltage,pressure,label
35.04,482,8.57,1
37.95,480,8.72,1
34.52,476,8.43,1
35.19,481,8.45,1
36.02,478,8.66,1
30.2,473,8.4,1
38.93,491,8.58,1
33.37,480,8.32,1
30.64,476,8.51,1
32.29,486,8.38,1
32.93,481,8.69,1
32.57,487,8.39,1
32.26,487,8.31,1
30.32,476,8.51,1
35.74,477,8.58,1
32.61,479,8.36,1
38.43,477,8.71,1
34.77,482,8.47,1
33.37,478,8.76,1
39.23,479,8.45,1
39.45,488,8.53,1
36.07,484,8.64,1
30.63,482,8.71,1
31.74,473,8.5,1
37.48,481,8.56,1
34.54,478,8.52,1
38.23,483,8.32,1
34.51,478,8.71,1
37.96,482,8.63,1
30.61,475,8.55,1
32.05,476,8.37,1
38.75,476,8.49,1
36.18,478,8.33,1
38.6,483,8.58,1
36.41,478,8.5,1
38.2,476,8.52,1
36.92,483,8.63,1
38.52,481,8.79,1
34.21,481,8.77,1
36.48,482,8.37,1
35.62,478,8.58,1
37.3,475,8.55,1
38.4,480,8.36,1
35.33,474,8.36,1
39.05,486,8.67,1
30.53,474,8.58,1
31.44,468,8.4,1
37.78,480,8.32,1
32.14,485,8.35,1
32.55,485,8.48,1
37.07,479,8.36,1
37.56,483,8.72,1
39.97,483,8.48,1
38.4,482,8.43,1
37.36,475,8.55,1
38.81,484,8.4,1
37.55,483,8.65,1
38.54,478,8.51,1
34.91,480,8.62,1
36.62,483,8.44,1
31.88,474,8.77,1
38.38,480,8.57,1
33.47,473,8.58,1
35.04,490,8.65,1
39.68,480,8.64,1
36.08,488,8.45,1
31.13,486,8.36,1
32.16,480,8.56,1
30.04,479,8.31,1
31.72,477,8.64,1
38.77,475,8.35,1
30.34,473,8.5,1
39.74,480,8.78,1
39.2,472,8.4,1
31.58,472,8.39,1
37.05,476,8.38,1
30.02,481,8.53,1
31.42,470,8.79,1
33.94,477,8.78,1
38.87,484,8.39,1
30.47,481,8.72,1
39.72,476,8.68,1
31.38,475,8.46,1
37.98,476,8.34,1
30.66,481,8.71,1
39.04,483,8.45,1
34.64,483,8.51,1
35.15,474,8.67,1
31.21,475,8.71,1
33.82,479,8.36,1
38.26,486,8.47,1
39.63,477,8.6,1
33.74,476,8.78,1
32.22,479,8.43,1
32.2,477,8.77,1
37.71,482,8.45,1
32.53,480,8.68,1
39.1,479,8.74,1
39.07,479,8.66,1
30.41,474,8.35,1
39.5,478,8.48,1
32.72,475,8.63,1
32.33,481,8.73,1
37.46,486,8.74,1
33.83,476,8.65,1
31.82,480,8.33,1
33.33,479,8.46,1
34.31,486,8.39,1
33.4,479,8.66,1
36.3,477,8.47,1
34.62,476,8.73,1
37.94,476,8.34,1
31.95,482,8.5,1
35.17,478,8.6,1
31.19,477,8.77,1
35.24,473,8.57,1
31.57,478,8.73,1
31.27,480,8.65,1
32.43,481,8.67,1
30.93,481,8.38,1
33.57,469,8.44,1
35.54,484,8.64,1
34,481,8.53,1
38.11,475,8.57,1
32.79,479,8.52,1
38.37,485,8.71,1
30.6,479,8.32,1
33.83,481,8.33,1
35.99,471,8.31,1
33.84,483,8.36,1
39.88,477,8.39,1
39.35,476,8.71,1
30.33,487,8.32,1
35.92,476,8.66,1
37.26,478,8.7,1
33.74,480,8.8,1
37.35,476,8.35,1
32.03,476,8.78,1
38.21,479,8.75,1
35.78,474,8.68,1
31.81,476,8.32,1
36.04,485,8.5,1
32.78,492,8.7,1
37.3,478,8.33,1
30.1,482,8.57,1
32.18,481,8.3,1
36.44,486,8.52,1
36.94,483,8.5,1
34.1,476,8.35,1
32.62,475,8.76,1
35.24,488,8.62,1
39.53,478,8.4,1
39.65,482,8.35,1
35.36,482,8.4,1
39.78,473,8.56,1
39.02,483,8.56,1
35.06,481,8.68,1
32.84,478,8.58,1
30.15,481,8.6,1
31.21,477,8.41,1
34.77,474,8.73,1
35.03,481,8.79,1
31.6,479,8.42,1
39.81,474,8.57,1
36.75,484,8.41,1
32.67,483,8.48,1
34.85,483,8.42,1
37.17,474,8.6,1
37.2,478,8.78,1
30.01,482,8.46,1
32.61,480,8.35,1
34.49,482,8.51,1
31.84,473,8.31,1
38.05,481,8.3,1
35.09,478,8.56,1
35.05,481,8.42,1
34.41,482,8.66,1
36.82,477,8.69,1
31.91,477,8.72,1
35.23,473,8.3,1
38.13,478,8.54,1
30.32,480,8.76,1
32.28,475,8.77,1
35.3,486,8.33,1
39.88,478,8.54,1
37.25,482,8.55,1
30.27,484,8.36,1
37.08,481,8.75,1
34.53,486,8.35,1
34.28,479,8.31,1
39.75,479,8.32,1
39.46,484,8.73,1
31.97,479,8.54,1
32.65,474,8.6,1
34.14,485,8.63,1
36.34,475,8.42,1
32.74,485,8.6,1
39.58,478,8.6,1
37.57,477,8.56,1
32.67,476,8.43,1
38,477,8.32,1
36.07,489,8.33,1
38.29,490,8.38,1
34.47,489,8.39,1
39.08,480,8.49,1
32.33,476,8.64,1
31.89,483,8.51,1
36.05,479,8.5,1
36.11,480,8.47,1
39.11,481,8.37,1
30.61,479,8.42,1
32.16,481,8.72,1
32.12,477,8.62,1
36.45,478,8.62,1
35.1,485,8.42,1
35.09,478,8.42,1
36.28,487,8.34,1
35.26,481,8.78,1
38.57,477,8.74,1
31.19,485,8.47,1
36.58,480,8.47,1
30.82,486,8.76,1
37.99,483,8.46,1
37.75,482,8.51,1
33.36,474,8.44,1
30.06,482,8.53,1
36.63,480,8.37,1
38.35,476,8.72,1
39.17,477,8.7,1
33.77,483,8.4,1
34.65,477,8.32,1
33.99,482,8.34,1
34.72,484,8.45,1
38.29,476,8.61,1
38.5,489,8.54,1
35.8,480,8.64,1
34.69,478,8.79,1
35.06,475,8.38,1
36.59,480,8.57,1
32.51,480,8.55,1
37.85,481,8.72,1
38.73,479,8.58,1
34.88,480,8.41,1
37.8,480,8.73,1
33.4,481,8.4,1
31.09,478,8.67,1
32.4,485,8.56,1
31.42,480,8.51,1
36.64,481,8.62,1
31.99,478,8.45,1
32.47,486,8.49,1
38.51,481,8.6,1
36.11,481,8.72,1
32.39,487,8.76,1
35.07,475,8.41,1
38.26,479,8.55,1
31.19,479,8.42,1
38.23,476,8.34,1
38.57,482,8.46,1
38.54,480,8.64,1
35.64,488,8.33,1
33.18,478,8.57,1
36.11,482,8.49,1
33.72,475,8.41,1
31.41,484,8.4,1
35.82,478,8.51,1
32.53,488,8.44,1
37.24,482,8.55,1
33.92,477,8.42,1
37.39,479,8.51,1
39.18,474,8.5,1
34.14,476,8.58,1
31.17,478,8.39,1
37.64,485,8.71,1
39.65,478,8.74,1
36.68,485,8.3,1
34.4,481,8.78,1
37.47,476,8.38,1
36.79,484,8.54,1
37.4,476,8.55,1
39.69,485,8.54,1
39.44,476,8.47,1
32.99,479,8.35,1
35.97,486,8.48,1
32.54,477,8.77,1
36,485,8.8,1
36.72,477,8.67,1
35.33,485,8.45,1
38.23,479,8.77,1
37.85,482,8.51,1
31.23,476,8.42,1
33.19,485,8.66,1
36.67,481,8.35,1
32.13,479,8.3,1
33.82,481,8.66,1
30.41,486,8.51,1
30.05,485,8.77,1
33.01,475,8.77,1
37.67,489,8.49,1
38.98,479,8.55,1
33.11,483,8.31,1
32.65,477,8.78,1
34.51,493,8.77,1
31.21,479,8.4,1
34.43,484,8.4,1
36.35,487,8.61,1
35.87,472,8.53,1
31.05,486,8.77,1
32.91,477,8.61,1
36.36,478,8.45,1
35.56,478,8.73,1
34.84,484,8.71,1
39.21,480,8.46,1
30.39,478,8.42,1
36.44,480,8.6,1
30.32,479,8.55,1
37.14,488,8.46,1
39.51,484,8.49,1
33.26,480,8.55,1
32.17,484,8.42,1
34.25,479,8.5,1
39.87,491,8.42,1
35.02,491,8.7,1
34.46,471,8.6,1
34.7,482,8.67,1
35.58,480,8.38,1
39.79,483,8.47,1
36.8,482,8.79,1
38.92,481,8.62,1
39.64,484,8.57,1
31.41,477,8.57,1
34.69,479,8.54,1
35,488,8.55,1
30.49,486,8.72,1
33.25,480,8.69,1
30.06,476,8.75,1
36.17,480,8.77,1
33.44,475,8.69,1
39.36,479,8.54,1
35.26,479,8.39,1
33.5,479,8.48,1
35.6,479,8.5,1
38.75,485,8.49,1
33.94,478,8.7,1
36.19,485,8.41,1
34.82,485,8.79,1
36.69,478,8.4,1
35.88,486,8.48,1
37.6,482,8.5,1
37.07,477,8.65,1
36.54,474,8.32,1
33.39,480,8.63,1
34.72,483,8.39,1
32.43,481,8.76,1
32.24,482,8.78,1
35.72,477,8.53,1
39.86,473,8.58,1
30.87,477,8.35,1
36.51,477,8.37,1
38.92,475,8.57,1
37.69,471,8.46,1
39,479,8.67,1
35.16,479,8.53,1
34.28,479,8.43,1
34.25,480,8.5,1
37.85,475,8.46,1
31.48,480,8.56,1
36.26,489,8.61,1
37.89,482,8.61,1
31.94,480,8.42,1
31.95,479,8.8,1
39.59,483,8.57,1
32.06,485,8.78,1
33.85,478,8.64,1
39.48,483,8.37,1
34.67,484,8.38,1
30.85,480,8.6,1
38,482,8.57,1
34.07,480,8.3,1
37,483,8.51,1
30.55,478,8.64,1
38.88,477,8.8,1
36.57,485,8.52,1
37.86,480,8.51,1
32.71,485,8.53,1
30.72,479,8.35,1
37.18,479,8.72,1
31.21,486,8.66,1
32.16,477,8.65,1
31.71,488,8.61,1
32.72,478,8.42,1
38.48,482,8.69,1
33.63,473,8.63,1
37.78,482,8.42,1
33.7,481,8.32,1
36.37,472,8.4,1
35.29,485,8.51,1
37.69,482,8.64,1
30.27,477,8.37,1
38.61,472,8.53,1
34.64,478,8.7,1
35.51,480,8.77,1
36.12,474,8.44,1
33.24,483,8.66,1
32.31,485,8.71,1
35.11,482,8.79,1
38.69,486,8.42,1
37.46,480,8.35,1
38.89,485,8.37,1
37.53,475,8.67,1
39.05,480,8.48,1
33.48,478,8.59,1
33.8,476,8.74,1
34.44,480,8.68,1
39.98,478,8.36,1
37.97,477,8.42,1
38.65,479,8.67,1
31.97,485,8.46,1
39.22,480,8.51,1
34.24,484,8.36,1
30.35,480,8.61,1
36.8,475,8.78,1
39.29,481,8.3,1
31.32,480,8.39,1
37.53,479,8.43,1
38.97,482,8.53,1
38.54,483,8.65,1
31.89,483,8.8,1
36.48,480,8.79,1
32.68,480,8.6,1
37.65,479,8.7,1
35.78,481,8.79,1
39.45,478,8.46,1
35.97,481,8.59,1
31.95,475,8.53,1
31.12,483,8.65,1
38.02,477,8.54,1
34.24,484,8.64,1
39.56,482,8.72,1
35.54,480,8.47,1
37.45,478,8.68,1
33.5,474,8.37,1
38.36,484,8.4,1
30.75,475,8.78,1
38.94,482,8.57,1
33.59,472,8.36,1
36.11,484,8.67,1
32.45,482,8.32,1
34.43,479,8.59,1
37.82,478,8.33,1
34.46,478,8.54,1
30.9,479,8.62,1
30.55,480,8.44,1
30.91,482,8.45,1
34.55,484,8.58,1
36.27,477,8.53,1
34.1,474,8.46,1
31.64,476,8.57,1
32.77,477,8.52,1
35.12,479,8.35,1
35.41,480,8.66,1
33.81,481,8.73,1
32.82,484,8.57,1
37.47,470,8.36,1
38.65,478,8.37,1
39.74,476,8.68,1
38.07,478,8.31,1
34.88,481,8.74,1
33.52,476,8.63,1
35.7,479,8.41,1
34.49,480,8.73,1
31.77,479,8.55,1
39.22,485,8.35,1
30.05,483,8.5,1
33.17,486,8.41,1
39.95,490,8.72,1
32.23,479,8.64,1
35.35,486,8.63,1
31.13,482,8.67,1
36.1,475,8.43,1
35.29,478,8.43,1
30.52,480,8.44,1
33.86,485,8.3,1
37.02,478,8.46,1
39.16,491,8.53,1
30.74,476,8.56,1
35.27,481,8.7,1
33.61,473,8.7,1
31.59,479,8.74,1
36.79,480,8.69,1
35.07,479,8.77,1
39.84,479,8.43,1
30.53,479,8.47,1
37.36,492,8.59,1
34.84,480,8.53,1
37.66,482,8.45,1
30.94,480,8.72,1
31.23,484,8.52,1
34.81,481,8.48,1
35.7,476,8.42,1
34.71,478,8.45,1
33.18,477,8.4,1
39.57,482,8.66,1
33.71,474,8.59,1
30.63,485,8.39,1
32.62,475,8.58,1
30.07,481,8.31,1
38.99,479,8.55,1
35.55,480,8.59,1
35.03,483,8.53,1
30.12,484,8.64,1
30.65,486,8.46,1
32.68,483,8.62,1
34.52,472,8.65,1
34.78,484,8.69,1
31.9,478,8.75,1
30.52,475,8.38,1
37.67,476,8.52,1
38.14,484,8.69,1
33.6,481,8.65,1
35.58,477,8.73,1
39.2,479,8.6,1
36.59,484,8.47,1
36.4,482,8.6,1
37.11,475,8.72,1
36.73,480,8.71,1
35.21,483,8.53,1
31.36,476,8.66,1
30.9,479,8.64,1
39.05,478,8.54,1
30.32,490,8.38,1
33.97,476,8.54,1
37.18,476,8.6,1
35.49,477,8.51,1
37.67,482,8.65,1
39.42,479,8.59,1
33.72,484,8.52,1
30.29,472,8.54,1
34.1,479,8.75,1
34.72,486,8.55,1
37.55,485,8.6,1
37.3,482,8.79,1
36.19,485,8.69,1
33.23,475,8.74,1
35.41,480,8.76,1
35.24,484,8.32,1
34.7,475,8.62,1
39.64,487,8.54,1
31.8,474,8.37,1
32.83,484,8.66,1
38.41,478,8.41,1
36.96,484,8.43,1
36.61,478,8.65,1
39.84,472,8.67,1
31.23,473,8.71,1
33.2,483,8.63,1
35.19,473,8.56,1
32.91,485,8.56,1
34.93,472,8.71,1
35.03,475,8.45,1
37.14,472,8.47,1
37.29,484,8.63,1
36.88,481,8.38,1
34.33,493,8.58,1
35.58,479,8.54,1
36.93,469,8.77,1
32.09,479,8.44,1
38.46,483,8.62,1
38.35,485,8.73,1
30.78,476,8.45,1
35.22,481,8.36,1
31.29,466,8.45,1
36.7,483,8.34,1
35.69,484,8.63,1
30.11,478,8.5,1
38.69,480,8.57,1
38.88,484,8.62,1
38.22,473,8.76,1
32.31,468,8.71,1
37.27,480,8.5,1
36.62,481,8.31,1
38.85,477,8.34,1
38.07,473,8.52,1
36.91,475,8.38,1
35.55,477,8.7,1
35.72,477,8.33,1
39.68,481,8.8,1
33.74,480,8.72,1
37.43,474,8.53,1
31.08,473,8.74,1
35.61,481,8.74,1
32.92,482,8.63,1
31.92,479,8.36,1
39.47,475,8.58,1
38.73,483,8.58,1
39.77,480,8.4,1
32.38,487,8.68,1
34.41,490,8.55,1
34.91,480,8.8,1
36.96,481,8.56,1
31.12,481,8.8,1
34.54,474,8.46,1
34.82,476,8.65,1
40,492,8.35,1
31.57,486,8.36,1
30.84,474,8.47,1
37.86,478,8.39,1
34.92,484,8.71,1
33.27,479,8.34,1
39.26,478,8.74,1
36.23,484,8.58,1
38.74,481,8.44,1
36.61,480,8.6,1
34.46,479,8.46,1
34.47,484,8.59,1
35.86,480,8.73,1
36.99,480,8.67,1
38.08,483,8.42,1
31.37,483,8.42,1
35.66,487,8.34,1
38.27,475,8.77,1
38.95,481,8.72,1
38.31,478,8.49,1
30.78,481,8.79,1
38.74,483,8.64,1
38.15,478,8.61,1
34.96,484,8.55,1
37.58,478,8.51,1
34.32,471,8.46,1
35.02,479,8.78,1
30.88,485,8.49,1
36.07,478,8.37,1
39.52,481,8.35,1
30.48,480,8.74,1
39.91,484,8.77,1
30.17,478,8.32,1
33.52,487,8.64,1
35.41,474,8.74,1
30.4,482,8.45,1
35.06,479,8.5,1
36.7,477,8.34,1
34.57,478,8.45,1
39.87,480,8.53,1
31.03,474,8.47,1
38.5,482,8.73,1
30.99,483,8.37,1
32.6,482,8.56,1
39.66,480,8.57,1
33.87,484,8.71,1
36.61,479,8.79,1
37.63,478,8.39,1
36.82,487,8.4,1
38.59,485,8.75,1
36.6,481,8.78,1
38.2,482,8.79,1
38.89,478,8.42,1
31.33,476,8.67,1
